# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] 
1.2279518072e-01 5.0082822147e+00 6.2858901657e+00 1.4857000000e+04 6.3888677055e+01 9.3705271357e-01 1.4787146712e+00 8.2625249599e+03 1.1088228384e+00 9.4405167819e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.2404819277e-01 5.0008620953e+00 6.2808639844e+00 1.4857000000e+04 6.3888677055e+01 9.3427783785e-01 1.4763508819e+00 8.3468364391e+03 1.1058417298e+00 9.4244896900e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.2530120482e-01 4.9934509704e+00 6.2758423282e+00 1.4857000000e+04 6.3888677055e+01 9.3151043281e-01 1.4739911087e+00 8.4311479183e+03 1.1028606212e+00 9.4084625982e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.2655421687e-01 4.9860488802e+00 6.2708252080e+00 1.4857000000e+04 6.3888677055e+01 9.2875049844e-01 1.4716353515e+00 8.5154593975e+03 1.0998795125e+00 9.3924355063e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.2780722892e-01 4.9786558648e+00 6.2658126345e+00 1.4857000000e+04 6.3888677055e+01 9.2599803475e-01 1.4692836103e+00 8.5997708767e+03 1.0968984039e+00 9.3764084144e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.2906024096e-01 4.9712719649e+00 6.2608046188e+00 1.4857000000e+04 6.3888677055e+01 9.2325304173e-01 1.4669358852e+00 8.6840823558e+03 1.0939172953e+00 9.3603813226e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3031325301e-01 4.9638972211e+00 6.2558011718e+00 1.4857000000e+04 6.3888677055e+01 9.2051551939e-01 1.4645921761e+00 8.7683938350e+03 1.0909361866e+00 9.3443542307e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3156626506e-01 4.9565316742e+00 6.2508023045e+00 1.4857000000e+04 6.3888677055e+01 9.1778546773e-01 1.4622524831e+00 8.8527053142e+03 1.0879550780e+00 9.3283271389e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3281927711e-01 4.9491753654e+00 6.2458080278e+00 1.4857000000e+04 6.3888677055e+01 9.1506288675e-01 1.4599168061e+00 8.9370167934e+03 1.0849739694e+00 9.3123000470e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3407228916e-01 4.9418283359e+00 6.2408183528e+00 1.4857000000e+04 6.3888677055e+01 9.1234777644e-01 1.4575851451e+00 9.0213282726e+03 1.0819928608e+00 9.2962729551e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3532530120e-01 4.9344906270e+00 6.2358332905e+00 1.4857000000e+04 6.3888677055e+01 9.0964013681e-01 1.4552575002e+00 9.1056397518e+03 1.0790117521e+00 9.2802458633e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3657831325e-01 4.9271622806e+00 6.2308528521e+00 1.4857000000e+04 6.3888677055e+01 9.0693996786e-01 1.4529338714e+00 9.1899512309e+03 1.0760306435e+00 9.2642187714e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3783132530e-01 4.9198433383e+00 6.2258770485e+00 1.4857000000e+04 6.3888677055e+01 9.0424726958e-01 1.4506142585e+00 9.2742627101e+03 1.0730495349e+00 9.2481916796e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.3908433735e-01 4.9125338423e+00 6.2209058909e+00 1.4857000000e+04 6.3888677055e+01 9.0156204198e-01 1.4482986617e+00 9.3585741893e+03 1.0700684263e+00 9.2321645877e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4033734940e-01 4.9052338348e+00 6.2159393905e+00 1.4857000000e+04 6.3888677055e+01 8.9888428506e-01 1.4459870810e+00 9.4428856685e+03 1.0670873176e+00 9.2161374958e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4159036145e-01 4.8979433581e+00 6.2109775584e+00 1.4857000000e+04 6.3888677055e+01 8.9621399882e-01 1.4436795163e+00 9.5271971477e+03 1.0641062090e+00 9.2001104040e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4284337349e-01 4.8906624550e+00 6.2060204059e+00 1.4857000000e+04 6.3888677055e+01 8.9355118325e-01 1.4413759676e+00 9.6115086268e+03 1.0611251004e+00 9.1840833121e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4409638554e-01 4.8833911682e+00 6.2010679441e+00 1.4857000000e+04 6.3888677055e+01 8.9089583836e-01 1.4390764349e+00 9.6958201060e+03 1.0581439917e+00 9.1680562203e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4534939759e-01 4.8761295408e+00 6.1961201843e+00 1.4857000000e+04 6.3888677055e+01 8.8824796414e-01 1.4367809183e+00 9.7801315852e+03 1.0551628831e+00 9.1520291284e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4660240964e-01 4.8688776159e+00 6.1911771378e+00 1.4857000000e+04 6.3888677055e+01 8.8560756061e-01 1.4344894178e+00 9.8644430644e+03 1.0521817745e+00 9.1360020365e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4785542169e-01 4.8616354371e+00 6.1862388159e+00 1.4857000000e+04 6.3888677055e+01 8.8297462775e-01 1.4322019333e+00 9.9487545436e+03 1.0492006659e+00 9.1199749447e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.4910843373e-01 4.8544030478e+00 6.1813052298e+00 1.4857000000e+04 6.3888677055e+01 8.8034916556e-01 1.4299184648e+00 1.0033066023e+04 1.0462195572e+00 9.1039478528e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5036144578e-01 4.8471804920e+00 6.1763763910e+00 1.4857000000e+04 6.3888677055e+01 8.7773117406e-01 1.4276390124e+00 1.0117377502e+04 1.0432384486e+00 9.0879207610e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5161445783e-01 4.8399678136e+00 6.1714523108e+00 1.4857000000e+04 6.3888677055e+01 8.7512065323e-01 1.4253635760e+00 1.0201688981e+04 1.0402573400e+00 9.0718936691e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5286746988e-01 4.8327650570e+00 6.1665330007e+00 1.4857000000e+04 6.3888677055e+01 8.7251760307e-01 1.4230921556e+00 1.0286000460e+04 1.0372762314e+00 9.0558665772e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5412048193e-01 4.8255722664e+00 6.1616184720e+00 1.4857000000e+04 6.3888677055e+01 8.6992202360e-01 1.4208247513e+00 1.0370311939e+04 1.0342951227e+00 9.0398394854e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5537349398e-01 4.8183894866e+00 6.1567087361e+00 1.4857000000e+04 6.3888677055e+01 8.6733391480e-01 1.4185613630e+00 1.0454623419e+04 1.0313140141e+00 9.0238123935e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5662650602e-01 4.8112167623e+00 6.1518038047e+00 1.4857000000e+04 6.3888677055e+01 8.6475327668e-01 1.4163019908e+00 1.0538934898e+04 1.0283329055e+00 9.0077853017e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5787951807e-01 4.8040541387e+00 6.1469036891e+00 1.4857000000e+04 6.3888677055e+01 8.6218010923e-01 1.4140466346e+00 1.0623246377e+04 1.0253517969e+00 8.9917582098e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.5913253012e-01 4.7969016609e+00 6.1420084009e+00 1.4857000000e+04 6.3888677055e+01 8.5961441246e-01 1.4117952944e+00 1.0707557856e+04 1.0223706882e+00 8.9757311179e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6038554217e-01 4.7897593745e+00 6.1371179517e+00 1.4857000000e+04 6.3888677055e+01 8.5705618637e-01 1.4095479703e+00 1.0791869335e+04 1.0193895796e+00 8.9597040261e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6163855422e-01 4.7826273250e+00 6.1322323530e+00 1.4857000000e+04 6.3888677055e+01 8.5450543096e-01 1.4073046622e+00 1.0876180815e+04 1.0164084710e+00 8.9436769342e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6289156627e-01 4.7755055584e+00 6.1273516164e+00 1.4857000000e+04 6.3888677055e+01 8.5196214622e-01 1.4050653702e+00 1.0960492294e+04 1.0134273623e+00 8.9276498424e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6414457831e-01 4.7683941207e+00 6.1224757536e+00 1.4857000000e+04 6.3888677055e+01 8.4942633216e-01 1.4028300942e+00 1.1044803773e+04 1.0104462537e+00 8.9116227505e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6539759036e-01 4.7612930582e+00 6.1176047762e+00 1.4857000000e+04 6.3888677055e+01 8.4689798878e-01 1.4005988342e+00 1.1129115252e+04 1.0074651451e+00 8.8955956586e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6665060241e-01 4.7542024173e+00 6.1127386958e+00 1.4857000000e+04 6.3888677055e+01 8.4437711607e-01 1.3983715903e+00 1.1213426731e+04 1.0044840365e+00 8.8795685668e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6790361446e-01 4.7471222449e+00 6.1078775243e+00 1.4857000000e+04 6.3888677055e+01 8.4186371404e-01 1.3961483624e+00 1.1297738211e+04 1.0015029278e+00 8.8635414749e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.6915662651e-01 4.7400525877e+00 6.1030212733e+00 1.4857000000e+04 6.3888677055e+01 8.3935778269e-01 1.3939291505e+00 1.1382049690e+04 9.9852181921e-01 8.8475143831e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7040963855e-01 4.7329934930e+00 6.0981699546e+00 1.4857000000e+04 6.3888677055e+01 8.3685932201e-01 1.3917139547e+00 1.1466361169e+04 9.9554071058e-01 8.8314872912e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7166265060e-01 4.7259450080e+00 6.0933235799e+00 1.4857000000e+04 6.3888677055e+01 8.3436833201e-01 1.3895027750e+00 1.1550672648e+04 9.9255960195e-01 8.8154601993e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7291566265e-01 4.7189071803e+00 6.0884821611e+00 1.4857000000e+04 6.3888677055e+01 8.3188481269e-01 1.3872956113e+00 1.1634984127e+04 9.8957849333e-01 8.7994331075e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7416867470e-01 4.7118800576e+00 6.0836457100e+00 1.4857000000e+04 6.3888677055e+01 8.2940876405e-01 1.3850924636e+00 1.1719295606e+04 9.8659738470e-01 8.7834060156e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7542168675e-01 4.7048636880e+00 6.0788142384e+00 1.4857000000e+04 6.3888677055e+01 8.2694018608e-01 1.3828933319e+00 1.1803607086e+04 9.8361627607e-01 8.7673789238e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7667469880e-01 4.6978581195e+00 6.0739877583e+00 1.4857000000e+04 6.3888677055e+01 8.2447907879e-01 1.3806982163e+00 1.1887918565e+04 9.8063516745e-01 8.7513518319e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7792771084e-01 4.6908634007e+00 6.0691662815e+00 1.4857000000e+04 6.3888677055e+01 8.2202544218e-01 1.3785071168e+00 1.1972230044e+04 9.7765405882e-01 8.7353247400e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.7918072289e-01 4.6838795800e+00 6.0643498200e+00 1.4857000000e+04 6.3888677055e+01 8.1957927624e-01 1.3763200332e+00 1.2056541523e+04 9.7467295019e-01 8.7192976482e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8043373494e-01 4.6769067063e+00 6.0595383858e+00 1.4857000000e+04 6.3888677055e+01 8.1714058098e-01 1.3741369657e+00 1.2140853002e+04 9.7169184157e-01 8.7032705563e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8168674699e-01 4.6699448287e+00 6.0547319907e+00 1.4857000000e+04 6.3888677055e+01 8.1470935640e-01 1.3719579143e+00 1.2225164482e+04 9.6871073294e-01 8.6872434645e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8293975904e-01 4.6629939964e+00 6.0499306469e+00 1.4857000000e+04 6.3888677055e+01 8.1228560249e-01 1.3697828789e+00 1.2309475961e+04 9.6572962431e-01 8.6712163726e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8419277108e-01 4.6560542588e+00 6.0451343664e+00 1.4857000000e+04 6.3888677055e+01 8.0986931926e-01 1.3676118595e+00 1.2393787440e+04 9.6274851568e-01 8.6551892807e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8544578313e-01 4.6491256657e+00 6.0403431612e+00 1.4857000000e+04 6.3888677055e+01 8.0746050671e-01 1.3654448562e+00 1.2478098919e+04 9.5976740706e-01 8.6391621889e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8669879518e-01 4.6422082669e+00 6.0355570434e+00 1.4857000000e+04 6.3888677055e+01 8.0505916483e-01 1.3632818689e+00 1.2562410398e+04 9.5678629843e-01 8.6231350970e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8795180723e-01 4.6353021126e+00 6.0307760252e+00 1.4857000000e+04 6.3888677055e+01 8.0266529363e-01 1.3611228977e+00 1.2646721877e+04 9.5380518980e-01 8.6071080052e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.8920481928e-01 4.6284072531e+00 6.0260001186e+00 1.4857000000e+04 6.3888677055e+01 8.0027889311e-01 1.3589679425e+00 1.2731033357e+04 9.5082408118e-01 8.5910809133e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9045783133e-01 4.6215237390e+00 6.0212293358e+00 1.4857000000e+04 6.3888677055e+01 7.9789996327e-01 1.3568170033e+00 1.2815344836e+04 9.4784297255e-01 8.5750538214e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9171084337e-01 4.6146516210e+00 6.0164636891e+00 1.4857000000e+04 6.3888677055e+01 7.9552850410e-01 1.3546700802e+00 1.2899656315e+04 9.4486186392e-01 8.5590267296e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9296385542e-01 4.6077909501e+00 6.0117031906e+00 1.4857000000e+04 6.3888677055e+01 7.9316451561e-01 1.3525271731e+00 1.2983967794e+04 9.4188075529e-01 8.5429996377e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9421686747e-01 4.6009417775e+00 6.0069478526e+00 1.4857000000e+04 6.3888677055e+01 7.9080799780e-01 1.3503882820e+00 1.3068279273e+04 9.3889964667e-01 8.5269725459e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9546987952e-01 4.5941041546e+00 6.0021976873e+00 1.4857000000e+04 6.3888677055e+01 7.8845895066e-01 1.3482534070e+00 1.3152590753e+04 9.3591853804e-01 8.5109454540e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9672289157e-01 4.5872781332e+00 5.9974527071e+00 1.4857000000e+04 6.3888677055e+01 7.8611737420e-01 1.3461225480e+00 1.3236902232e+04 9.3293742941e-01 8.4949183621e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9797590361e-01 4.5804637650e+00 5.9927129242e+00 1.4857000000e+04 6.3888677055e+01 7.8378326842e-01 1.3439957051e+00 1.3321213711e+04 9.2995632079e-01 8.4788912703e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
1.9922891566e-01 4.5736611022e+00 5.9879783509e+00 1.4857000000e+04 6.3888677055e+01 7.8145663331e-01 1.3418728782e+00 1.3405525190e+04 9.2697521216e-01 8.4628641784e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0048192771e-01 4.5668701970e+00 5.9832489998e+00 1.4857000000e+04 6.3888677055e+01 7.7913746888e-01 1.3397540674e+00 1.3489836669e+04 9.2399410353e-01 8.4468370866e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0173493976e-01 4.5600911020e+00 5.9785248831e+00 1.4857000000e+04 6.3888677055e+01 7.7682577513e-01 1.3376392726e+00 1.3574148148e+04 9.2101299491e-01 8.4308099947e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0298795181e-01 4.5533238699e+00 5.9738060132e+00 1.4857000000e+04 6.3888677055e+01 7.7452155205e-01 1.3355284938e+00 1.3658459628e+04 9.1803188628e-01 8.4147829028e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0424096386e-01 4.5465685538e+00 5.9690924027e+00 1.4857000000e+04 6.3888677055e+01 7.7222479966e-01 1.3334217311e+00 1.3742771107e+04 9.1505077765e-01 8.3987558110e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0549397590e-01 4.5398252067e+00 5.9643840639e+00 1.4857000000e+04 6.3888677055e+01 7.6993551794e-01 1.3313189844e+00 1.3827082586e+04 9.1206966902e-01 8.3827287191e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0674698795e-01 4.5330938822e+00 5.9596810095e+00 1.4857000000e+04 6.3888677055e+01 7.6765370689e-01 1.3292202537e+00 1.3911394065e+04 9.0908856040e-01 8.3667016273e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0800000000e-01 4.5263746338e+00 5.9549832518e+00 1.4857000000e+04 6.3888677055e+01 7.6537936652e-01 1.3271255391e+00 1.3995705544e+04 9.0610745177e-01 8.3506745354e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0800000000e-01 4.5263746338e+00 5.9549832518e+00 1.4857000000e+04 6.3888677055e+01 7.6537936652e-01 1.3271255391e+00 1.3995705544e+04 9.0610745177e-01 8.3506745354e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.0925000000e-01 4.5196836237e+00 5.9503020770e+00 1.4857000000e+04 6.3888677055e+01 7.6311793708e-01 1.3250398614e+00 1.4079814352e+04 9.0313350927e-01 8.3346859702e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1050000000e-01 4.5130047390e+00 5.9456261985e+00 1.4857000000e+04 6.3888677055e+01 7.6086394244e-01 1.3229581805e+00 1.4163923159e+04 9.0015956677e-01 8.3186974050e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1175000000e-01 4.5063380338e+00 5.9409556289e+00 1.4857000000e+04 6.3888677055e+01 7.5861738261e-01 1.3208804964e+00 1.4248031966e+04 8.9718562427e-01 8.3027088398e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1300000000e-01 4.4996835620e+00 5.9362903806e+00 1.4857000000e+04 6.3888677055e+01 7.5637825758e-01 1.3188068090e+00 1.4332140774e+04 8.9421168177e-01 8.2867202746e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1425000000e-01 4.4930413781e+00 5.9316304663e+00 1.4857000000e+04 6.3888677055e+01 7.5414656735e-01 1.3167371183e+00 1.4416249581e+04 8.9123773927e-01 8.2707317094e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1550000000e-01 4.4864115367e+00 5.9269758984e+00 1.4857000000e+04 6.3888677055e+01 7.5192231192e-01 1.3146714244e+00 1.4500358389e+04 8.8826379677e-01 8.2547431442e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1675000000e-01 4.4797940924e+00 5.9223266896e+00 1.4857000000e+04 6.3888677055e+01 7.4970549130e-01 1.3126097273e+00 1.4584467196e+04 8.8528985427e-01 8.2387545790e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1800000000e-01 4.4731891005e+00 5.9176828526e+00 1.4857000000e+04 6.3888677055e+01 7.4749610548e-01 1.3105520269e+00 1.4668576003e+04 8.8231591177e-01 8.2227660138e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.1925000000e-01 4.4665966160e+00 5.9130444000e+00 1.4857000000e+04 6.3888677055e+01 7.4529415447e-01 1.3084983232e+00 1.4752684811e+04 8.7934196927e-01 8.2067774486e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2050000000e-01 4.4600166945e+00 5.9084113445e+00 1.4857000000e+04 6.3888677055e+01 7.4309963826e-01 1.3064486164e+00 1.4836793618e+04 8.7636802677e-01 8.1907888834e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2175000000e-01 4.4534493916e+00 5.9037836987e+00 1.4857000000e+04 6.3888677055e+01 7.4091255685e-01 1.3044029063e+00 1.4920902425e+04 8.7339408426e-01 8.1748003182e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2300000000e-01 4.4468947633e+00 5.8991614754e+00 1.4857000000e+04 6.3888677055e+01 7.3873291024e-01 1.3023611929e+00 1.5005011233e+04 8.7042014176e-01 8.1588117530e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2425000000e-01 4.4403528657e+00 5.8945446874e+00 1.4857000000e+04 6.3888677055e+01 7.3656069844e-01 1.3003234763e+00 1.5089120040e+04 8.6744619926e-01 8.1428231878e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2550000000e-01 4.4338237551e+00 5.8899333475e+00 1.4857000000e+04 6.3888677055e+01 7.3439592144e-01 1.2982897564e+00 1.5173228847e+04 8.6447225676e-01 8.1268346227e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2675000000e-01 4.4273074881e+00 5.8853274684e+00 1.4857000000e+04 6.3888677055e+01 7.3223857925e-01 1.2962600333e+00 1.5257337655e+04 8.6149831426e-01 8.1108460575e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2800000000e-01 4.4208041215e+00 5.8807270630e+00 1.4857000000e+04 6.3888677055e+01 7.3008867186e-01 1.2942343070e+00 1.5341446462e+04 8.5852437176e-01 8.0948574923e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.2925000000e-01 4.4143137123e+00 5.8761321441e+00 1.4857000000e+04 6.3888677055e+01 7.2794619927e-01 1.2922125774e+00 1.5425555269e+04 8.5555042926e-01 8.0788689271e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.3050000000e-01 4.4078363177e+00 5.8715427247e+00 1.4857000000e+04 6.3888677055e+01 7.2581116149e-01 1.2901948445e+00 1.5509664077e+04 8.5257648676e-01 8.0628803619e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.3175000000e-01 4.4013719953e+00 5.8669588176e+00 1.4857000000e+04 6.3888677055e+01 7.2368355851e-01 1.2881811085e+00 1.5593772884e+04 8.4960254426e-01 8.0468917967e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.3300000000e-01 4.3949208027e+00 5.8623804357e+00 1.4857000000e+04 6.3888677055e+01 7.2156339033e-01 1.2861713691e+00 1.5677881692e+04 8.4662860176e-01 8.0309032315e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.3425000000e-01 4.3884827978e+00 5.8578075921e+00 1.4857000000e+04 6.3888677055e+01 7.1945065695e-01 1.2841656266e+00 1.5761990499e+04 8.4365465926e-01 8.0149146663e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
2.3550000000e-01 4.3820580387e+00 5.8532402996e+00 1.4857000000e+04 6.3888677055e+01 7.1734535838e-01 1.2821638808e+00 1.5846099306e+04 8.4068071676e-01 7.9989261011e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
